Date,Name,Team,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+-
20191023,Lauri Markkanen,Chi,34.22,13,25,.520,1,7,.143,8,10,.800,5,12,17,2,1,0,1,1,35,-8
20191023,Zach LaVine,Chi,30.00,7,17,.412,1,4,.250,1,1,1.000,3,3,6,7,2,1,5,3,16,-8
20191023,Wendell Carter Jr,Chi,29.25,5,11,.455,0,0,0,2,2,1.000,5,4,9,0,0,1,1,4,12,+2
20191023,Otto Porter Jr,Chi,27.43,3,10,.300,1,5,.200,2,2,1.000,0,2,2,1,2,1,0,2,9,+14
20191023,Tomáš Satoranský,Chi,24.22,1,5,.200,0,0,0,0,0,0,0,0,0,3,0,1,0,2,2,+4
20191023,Coby White,Chi,27.09,6,13,.462,1,4,.250,4,5,.800,0,3,3,7,0,0,1,2,17,+6
20191023,Thaddeus Young,Chi,25.24,7,11,.636,3,5,.600,0,0,0,1,2,3,2,1,0,1,1,17,+12
20191023,Kris Dunn,Chi,23.50,5,7,.714,0,2,.000,1,2,.500,1,1,2,2,4,0,0,3,11,-8
20191023,Ryan Arcidiacono,Chi,10.56,2,3,.667,2,2,1.000,0,0,0,3,0,3,1,1,0,0,1,6,-11
20191023,Luke Kornet,Chi,6.49,0,3,.000,0,1,.000,0,0,0,2,2,4,0,0,0,1,1,0,-8
20191023,P.J. Washington,Cha,37.37,9,17,.529,7,11,.636,2,2,1.000,1,3,4,1,1,1,4,2,27,+8
20191023,Cody Zeller,Cha,35.06,6,11,.545,0,2,.000,3,4,.750,4,8,12,1,0,0,1,4,15,+3
20191023,Dwayne Bacon,Cha,33.06,8,21,.381,2,8,.250,4,6,.667,1,4,5,3,2,0,2,2,22,-3
20191023,Miles Bridges,Cha,31.42,4,7,.571,0,2,.000,0,0,0,0,5,5,3,0,3,3,0,8,+2
20191023,Terry Rozier,Cha,30.24,2,10,.200,2,6,.333,1,1,1.000,1,3,4,6,0,0,4,1,7,-18
20191023,Devonte' Graham,Cha,27.19,7,9,.778,6,7,.857,3,3,1.000,1,3,4,8,0,0,1,3,23,+14
20191023,Marvin Williams,Cha,16.53,6,9,.667,5,7,.714,0,0,0,0,2,2,1,0,0,0,1,17,+1
20191023,Malik Monk,Cha,16.41,3,4,.750,1,1,1.000,0,0,0,0,1,1,3,0,0,2,3,7,-3
20191023,Nicolas Batum,Cha,11.12,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,2,2,0,+1
20191023,Andre Drummond,Det,40.48,12,18,.667,0,1,.000,8,10,.800,7,16,23,2,3,4,2,4,32,+4
20191023,Tony Snell,Det,31.53,4,7,.571,2,4,.500,0,0,0,0,2,2,2,0,0,1,4,10,+11
20191023,Bruce Brown,Det,28.49,3,6,.500,0,0,0,1,2,.500,1,3,4,4,0,0,3,3,7,+5
20191023,Markieff Morris,Det,22.36,3,11,.273,1,4,.250,1,2,.500,0,3,3,2,1,0,2,1,8,-3
20191023,Reggie Jackson,Det,20.21,2,3,.667,1,2,.500,0,0,0,0,1,1,5,0,0,1,1,5,+2
20191023,Luke Kennard,Det,28.04,8,13,.615,6,9,.667,8,10,.800,0,3,3,2,0,0,1,3,30,+12
20191023,Derrick Rose,Det,26.35,6,11,.545,0,0,0,6,7,.857,1,2,3,9,0,0,4,1,18,+5
20191023,Langston Galloway,Det,20.01,2,4,.500,1,1,1.000,0,0,0,1,3,4,0,1,1,3,1,5,+11
20191023,Thon Maker,Det,15.59,1,4,.250,0,3,.000,2,2,1.000,0,2,2,0,0,1,0,3,4,-3
20191023,Christian Wood,Det,3.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
20191023,Tim Frazier,Det,1.04,0,1,.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+2
20191023,Myles Turner,Ind,38.05,9,15,.600,4,7,.571,3,3,1.000,2,7,9,0,2,3,4,3,25,-4
20191023,Malcolm Brogdon,Ind,35.51,5,13,.385,2,4,.500,10,11,.909,0,3,3,11,0,1,2,2,22,-4
20191023,Domantas Sabonis,Ind,35.42,11,15,.733,0,1,.000,5,5,1.000,5,8,13,2,0,0,2,5,27,+3
20191023,T.J. Warren,Ind,33.32,5,12,.417,0,2,.000,0,2,.000,1,0,1,0,0,1,1,3,10,+4
20191023,Jeremy Lamb,Ind,25.52,4,11,.364,0,2,.000,2,3,.667,1,3,4,3,1,0,2,4,10,-6
20191023,Edmond Sumner,Ind,21.53,3,6,.500,0,0,0,0,0,0,1,0,1,2,3,0,1,4,6,-23
20191023,Justin Holiday,Ind,14.34,0,2,.000,0,1,.000,0,0,0,0,0,0,2,1,0,0,3,0,-8
20191023,T.J. McConnell,Ind,13.25,2,4,.500,0,0,0,0,0,0,0,3,3,3,0,1,1,2,4,-2
20191023,Doug McDermott,Ind,11.00,2,4,.500,2,3,.667,0,0,0,0,0,0,1,0,0,1,0,6,-4
20191023,Aaron Holiday,Ind,6.44,0,6,.000,0,1,.000,0,0,0,0,1,1,2,1,0,1,2,0,-1
20191023,T.J. Leaf,Ind,3.22,0,1,.000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20191023,Kevin Love,Cle,35.57,4,9,.444,0,1,.000,3,4,.750,1,17,18,3,1,0,2,2,11,-15
20191023,Tristan Thompson,Cle,33.15,8,11,.727,0,0,0,0,0,0,2,9,11,1,0,1,1,2,16,0
20191023,Darius Garland,Cle,31.32,3,9,.333,2,4,.500,0,0,0,1,1,2,5,1,0,3,0,8,-7
20191023,Collin Sexton,Cle,29.54,5,15,.333,3,8,.375,3,4,.750,1,1,2,2,0,0,3,1,16,-4
20191023,Cedi Osman,Cle,28.59,5,9,.556,3,6,.500,0,0,0,0,3,3,2,2,0,2,1,13,+6
20191023,Larry Nance Jr,Cle,26.48,4,11,.364,1,5,.200,0,2,.000,4,10,14,2,0,1,4,5,9,-3
20191023,Jordan Clarkson,Cle,18.19,2,12,.167,0,5,.000,3,3,1.000,1,1,2,0,2,0,1,0,7,-12
20191023,Matthew Dellavedova,Cle,18.06,2,6,.333,0,4,.000,1,2,.500,0,1,1,3,1,0,0,2,5,-5
20191023,Kevin Porter Jr,Cle,17.10,0,6,.000,0,1,.000,0,0,0,0,1,1,2,1,0,0,2,0,-5
20191023,Nikola Vučević,Orl,34.13,8,16,.500,1,5,.200,4,5,.800,1,9,10,3,1,0,1,0,21,+2
20191023,Aaron Gordon,Orl,28.53,2,8,.250,1,2,.500,4,6,.667,0,2,2,3,2,1,1,4,9,+1
20191023,Evan Fournier,Orl,28.06,7,13,.538,2,4,.500,0,2,.000,1,2,3,4,1,1,3,3,16,-10
20191023,D.J. Augustin,Orl,24.34,4,9,.444,1,2,.500,0,0,0,0,3,3,5,0,0,0,0,9,+6
20191023,Jonathan Isaac,Orl,23.59,1,3,.333,0,1,.000,1,2,.500,1,7,8,2,1,2,2,4,3,0
20191023,Al-Farouq Aminu,Orl,29.06,1,5,.200,1,2,.500,2,4,.500,2,5,7,0,1,0,1,2,5,+14
20191023,Markelle Fultz,Orl,23.26,6,12,.500,0,3,.000,0,0,0,0,0,0,6,2,0,3,1,12,+3
20191023,Terrence Ross,Orl,19.28,4,13,.308,2,7,.286,0,0,0,0,4,4,0,2,0,1,1,10,+17
20191023,Michael Carter-Williams,Orl,14.28,1,2,.500,0,1,.000,0,0,0,1,1,2,0,1,0,1,2,2,+5
20191023,Mo Bamba,Orl,13.47,3,5,.600,1,3,.333,0,0,0,1,6,7,1,1,0,0,1,7,+7
20191023,Karl-Anthony Towns,Min,38.41,11,22,.500,7,11,.636,7,8,.875,1,13,14,3,3,3,3,5,36,-1
20191023,Andrew Wiggins,Min,36.13,10,27,.370,0,4,.000,1,2,.500,5,3,8,0,0,0,1,4,21,-26
20191023,Treveon Graham,Min,34.35,4,13,.308,0,3,.000,1,1,1.000,2,4,6,4,1,0,0,2,9,-5
20191023,Jeff Teague,Min,34.34,5,8,.625,0,1,.000,4,4,1.000,0,3,3,4,1,0,3,4,14,-7
20191023,Robert Covington,Min,32.42,6,11,.545,3,6,.500,0,0,0,2,7,9,0,0,0,2,4,15,-11
20191023,Jake Layman,Min,22.42,4,7,.571,2,4,.500,0,0,0,0,2,2,1,0,1,0,1,10,+8
20191023,Shabazz Napier,Min,20.59,1,7,.143,0,6,.000,3,5,.600,0,1,1,7,0,0,1,1,5,+17
20191023,Jarrett Culver,Min,15.46,2,5,.400,0,2,.000,0,0,0,1,1,2,0,1,0,2,0,4,+6
20191023,Josh Okogie,Min,14.26,2,5,.400,1,4,.250,6,8,.750,1,2,3,3,1,0,0,0,11,+22
20191023,Noah Vonleh,Min,14.22,1,3,.333,0,2,.000,0,0,0,0,4,4,1,2,0,1,1,2,+2
20191023,Jae Crowder,Mem,30.17,3,11,.273,2,9,.222,5,6,.833,2,3,5,2,1,0,1,1,13,-9
20191023,Jaren Jackson Jr,Mem,29.56,5,12,.417,0,6,.000,7,9,.778,1,2,3,0,1,2,3,5,17,-11
20191023,Ja Morant,Mem,25.09,6,12,.500,0,1,.000,2,4,.500,0,4,4,4,1,1,6,4,14,-29
20191023,Dillon Brooks,Mem,18.10,3,7,.429,1,2,.500,0,0,0,0,5,5,1,1,1,2,5,7,-16
20191023,Jonas Valančiūnas,Mem,16.09,3,7,.429,0,2,.000,1,2,.500,0,1,1,1,1,1,3,5,7,-19
20191023,Marko Guduric,Mem,24.06,4,8,.500,0,3,.000,1,1,1.000,0,2,2,2,0,0,3,1,9,+6
20191023,Tyus Jones,Mem,24.03,6,12,.500,0,1,.000,3,5,.600,0,1,1,7,2,0,2,4,15,+6
20191023,Brandon Clarke,Mem,23.03,3,6,.500,1,1,1.000,1,1,1.000,2,5,7,1,0,1,0,1,8,+6
20191023,Kyle Anderson,Mem,20.50,2,4,.500,0,1,.000,0,0,0,3,5,8,0,1,0,1,2,4,-7
20191023,Grayson Allen,Mem,20.48,2,6,.333,1,5,.200,0,0,0,0,1,1,2,0,0,2,3,5,-17
20191023,Bruno Caboclo,Mem,4.44,1,4,.250,0,1,.000,0,0,0,1,2,3,0,0,1,1,0,2,-3
20191023,De'Anthony Melton,Mem,2.45,0,0,0,0,0,0,0,2,.000,0,0,0,2,1,0,0,0,0,-2
20191023,Justise Winslow,Mia,36.58,10,21,.476,1,2,.500,6,9,.667,2,5,7,7,1,1,3,2,27,+22
20191023,Tyler Herro,Mia,33.54,6,14,.429,1,2,.500,1,1,1.000,0,8,8,1,2,0,1,2,14,+10
20191023,Kendrick Nunn,Mia,26.31,10,18,.556,1,2,.500,3,3,1.000,0,2,2,3,2,0,1,5,24,+27
20191023,Bam Adebayo,Mia,24.03,3,7,.429,0,0,0,8,10,.800,4,7,11,3,1,0,5,3,14,+10
20191023,Meyers Leonard,Mia,18.41,0,2,.000,0,2,.000,0,0,0,0,3,3,0,1,0,0,4,0,-6
20191023,Goran Dragić,Mia,25.07,4,9,.444,2,4,.500,9,10,.900,0,3,3,3,1,2,4,1,19,0
20191023,Duncan Robinson,Mia,22.56,1,5,.200,1,5,.200,0,0,0,0,1,1,1,0,0,1,2,3,-3
20191023,Kelly Olynyk,Mia,22.13,1,3,.333,1,1,1.000,4,4,1.000,1,7,8,0,1,2,2,4,7,+21
20191023,Derrick Jones Jr,Mia,15.54,2,3,.667,0,0,0,0,0,0,1,0,1,0,0,0,1,5,4,+4
20191023,Chris Silva,Mia,11.23,3,3,1.000,0,0,0,2,2,1.000,3,3,6,0,0,3,2,5,8,+18
20191023,Daryl Macon,Mia,1.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
20191023,KZ Okpala,Mia,1.10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-4
20191023,Jayson Tatum,Bos,37.13,8,22,.364,4,8,.500,1,3,.333,1,9,10,2,2,0,4,2,21,-4
20191023,Gordon Hayward,Bos,35.11,8,15,.533,0,0,0,9,11,.818,0,5,5,2,0,0,1,4,25,-11
20191023,Kemba Walker,Bos,34.15,4,18,.222,1,6,.167,3,4,.750,2,0,2,2,0,0,3,4,12,-16
20191023,Enes Freedom,Bos,24.58,5,8,.625,0,1,.000,2,7,.286,3,3,6,2,0,0,0,3,12,-12
20191023,Jaylen Brown,Bos,20.52,3,6,.500,1,2,.500,1,3,.333,0,7,7,0,1,0,1,5,8,-12
20191023,Marcus Smart,Bos,33.01,2,7,.286,0,4,.000,0,0,0,1,3,4,8,0,0,1,4,4,-13
20191023,Carsen Edwards,Bos,11.25,1,5,.200,1,3,.333,0,0,0,1,0,1,0,0,0,0,0,3,-1
20191023,Robert Williams,Bos,10.46,2,4,.500,0,0,0,1,2,.500,1,2,3,1,1,1,0,4,5,+7
20191023,Daniel Theis,Bos,9.52,0,1,.000,0,1,.000,3,4,.750,1,0,1,0,0,1,0,1,3,-7
20191023,Semi Ojeleye,Bos,9.45,0,1,.000,0,1,.000,0,0,0,0,1,1,0,0,0,0,0,0,-1
20191023,Grant Williams,Bos,7.12,0,1,.000,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20191023,Brad Wanamaker,Bos,5.30,0,2,.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20191023,Tobias Harris,Phi,37.37,6,11,.545,2,5,.400,1,2,.500,1,14,15,4,2,0,4,3,15,+16
20191023,Ben Simmons,Phi,34.59,11,16,.688,0,0,0,2,5,.400,2,6,8,9,0,0,4,4,24,+15
20191023,Josh Richardson,Phi,33.06,4,12,.333,0,4,.000,9,9,1.000,2,4,6,2,1,2,2,4,17,+22
20191023,Al Horford,Phi,31.11,5,13,.385,1,6,.167,5,6,.833,1,1,2,3,1,0,1,5,16,+6
20191023,Joel Embiid,Phi,23.15,5,14,.357,1,4,.250,4,8,.500,4,9,13,3,0,3,0,5,15,+16
20191023,Matisse Thybulle,Phi,21.41,1,5,.200,1,3,.333,0,0,0,0,1,1,1,2,2,1,5,3,+5
20191023,Furkan Korkmaz,Phi,19.02,1,2,.500,1,1,1.000,0,0,0,0,4,4,0,0,0,0,1,3,+3
20191023,James Ennis III,Phi,16.57,0,3,.000,0,2,.000,3,4,.750,1,5,6,0,0,0,3,5,3,-12
20191023,Mike Scott,Phi,16.17,2,7,.286,0,3,.000,2,2,1.000,1,5,6,1,0,0,0,2,6,+3
20191023,Kyle O'Quinn,Phi,3.43,2,2,1.000,1,1,1.000,0,0,0,0,1,1,0,0,0,0,0,5,-2
20191023,Shake Milton,Phi,1.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
20191023,Raul Neto,Phi,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
20191023,Bradley Beal,Was,31.45,7,25,.280,1,11,.091,4,6,.667,0,6,6,9,3,0,2,4,19,+1
20191023,Thomas Bryant,Was,30.45,4,9,.444,0,2,.000,6,6,1.000,4,7,11,3,0,0,3,0,14,-16
20191023,Rui Hachimura,Was,24.51,7,15,.467,0,3,.000,0,0,0,4,6,10,0,0,0,0,2,14,+2
20191023,Ish Smith,Was,24.15,3,9,.333,1,4,.250,0,0,0,1,2,3,4,0,1,2,4,7,-4
20191023,Isaac Bonga,Was,22.54,4,5,.800,1,2,.500,0,1,.000,1,2,3,2,1,1,1,4,9,0
20191023,Dāvis Bertāns,Was,28.47,2,8,.250,2,6,.333,1,1,1.000,0,4,4,0,1,0,1,5,7,-17
20191023,Jordan McRae,Was,23.08,4,9,.444,1,3,.333,2,2,1.000,0,5,5,3,0,0,1,2,11,-7
20191023,Chris Chiozza,Was,19.29,2,5,.400,2,3,.667,0,0,0,0,3,3,3,1,1,2,4,6,-3
20191023,Moritz Wagner,Was,16.38,4,5,.800,3,4,.750,2,2,1.000,1,1,2,0,0,0,5,6,13,+5
20191023,Admiral Schofield,Was,16.14,0,3,.000,0,3,.000,0,0,0,0,0,0,1,0,0,0,1,0,-7
20191023,Garrison Mathews,Was,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+3
20191023,Justin Robinson,Was,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+3
20191023,Luka Dončić,Dal,33.31,12,19,.632,4,9,.444,6,8,.750,1,8,9,3,2,0,6,4,34,0
20191023,Kristaps Porziņģis,Dal,29.11,7,16,.438,3,7,.429,6,7,.857,0,4,4,2,1,1,4,2,23,+3
20191023,Maxi Kleber,Dal,23.34,0,1,.000,0,1,.000,0,0,0,1,7,8,1,0,3,3,4,0,-3
20191023,Delon Wright,Dal,21.28,1,2,.500,1,1,1.000,2,2,1.000,0,4,4,3,1,0,0,1,5,+1
20191023,Courtney Lee,Dal,16.02,2,5,.400,0,3,.000,0,0,0,0,1,1,0,0,0,0,2,4,-4
20191023,Dorian Finney-Smith,Dal,32.12,1,4,.250,1,3,.333,7,8,.875,2,6,8,1,0,1,0,0,10,+18
20191023,Jalen Brunson,Dal,24.20,3,10,.300,1,3,.333,2,4,.500,1,3,4,3,2,0,4,3,9,+2
20191023,Tim Hardaway Jr,Dal,21.25,2,7,.286,0,5,.000,0,0,0,0,1,1,1,0,0,0,4,4,+2
20191023,Seth Curry,Dal,19.39,3,6,.500,1,2,.500,2,2,1.000,0,3,3,1,0,0,2,1,9,+11
20191023,Justin Jackson,Dal,18.38,4,6,.667,0,2,.000,2,2,1.000,0,4,4,2,0,0,0,1,10,+10
20191023,Marcus Morris,NYK,39.15,9,18,.500,3,7,.429,5,5,1.000,0,4,4,1,3,0,1,5,26,-15
20191023,RJ Barrett,NYK,37.07,9,13,.692,1,3,.333,2,4,.500,0,5,5,2,2,0,3,3,21,-2
20191023,Julius Randle,NYK,35.24,10,18,.556,1,4,.250,4,6,.667,1,10,11,6,3,0,1,4,25,+6
20191023,Bobby Portis,NYK,33.05,4,10,.400,0,3,.000,0,1,.000,2,5,7,5,2,0,1,3,8,-5
20191023,Allonzo Trier,NYK,6.51,0,3,.000,0,1,.000,0,0,0,0,0,0,0,0,0,1,0,0,-6
20191023,Elfrid Payton,NYK,26.03,4,9,.444,1,2,.500,2,2,1.000,0,2,2,8,5,0,0,5,11,+14
20191023,Kevin Knox,NYK,21.10,5,9,.556,3,4,.750,0,0,0,0,5,5,0,0,0,1,5,13,-11
20191023,Taj Gibson,NYK,14.55,1,5,.200,0,1,.000,0,0,0,2,2,4,0,0,0,2,2,2,-4
20191023,Wayne Ellington,NYK,12.56,1,4,.250,1,4,.250,0,0,0,0,1,1,1,0,1,2,1,3,-13
20191023,Dennis Smith Jr,NYK,10.20,1,4,.250,0,1,.000,0,0,0,0,0,0,1,0,0,0,3,2,-3
20191023,Frank Ntilikina,NYK,2.54,0,1,.000,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,-6
20191023,LaMarcus Aldridge,SAS,35.18,8,15,.533,1,1,1.000,5,5,1.000,4,4,8,1,0,2,4,1,22,-3
20191023,Bryn Forbes,SAS,32.31,7,12,.583,3,6,.500,3,3,1.000,0,5,5,1,0,0,0,2,20,+4
20191023,DeMar DeRozan,SAS,31.38,3,10,.300,0,1,.000,7,11,.636,0,4,4,4,0,1,4,3,13,+2
20191023,Trey Lyles,SAS,24.17,3,4,.750,0,1,.000,2,2,1.000,1,10,11,0,0,0,1,4,8,+9
20191023,Dejounte Murray,SAS,23.47,7,10,.700,1,1,1.000,3,3,1.000,0,8,8,6,3,0,4,1,18,+9
20191023,Derrick White,SAS,22.10,3,6,.500,0,0,0,3,5,.600,1,1,2,3,0,0,2,2,9,+2
20191023,Rudy Gay,SAS,20.18,4,9,.444,0,4,.000,5,5,1.000,1,5,6,3,1,1,3,1,13,+3
20191023,Marco Belinelli,SAS,17.46,1,2,.500,0,1,.000,1,2,.500,0,1,1,1,0,0,1,0,3,+2
20191023,Patty Mills,SAS,16.08,3,11,.273,2,6,.333,0,0,0,1,1,2,2,2,0,2,2,8,+8
20191023,Jakob Poeltl,SAS,16.07,3,4,.750,0,0,0,0,0,0,2,2,4,1,0,1,0,2,6,+9
20191023,Shai Gilgeous-Alexander,OKC,36.46,10,23,.435,3,7,.429,3,6,.500,0,2,2,1,1,0,1,2,26,-12
20191023,Chris Paul,OKC,30.07,7,15,.467,4,7,.571,4,4,1.000,1,7,8,3,1,0,1,4,22,+4
20191023,Danilo Gallinari,OKC,28.21,7,13,.538,2,5,.400,5,5,1.000,0,7,7,2,1,0,1,2,21,+7
20191023,Steven Adams,OKC,27.42,1,8,.125,0,0,0,1,6,.167,3,8,11,2,1,0,2,4,3,-1
20191023,Terrance Ferguson,OKC,23.51,0,0,0,0,0,0,2,2,1.000,1,1,2,1,0,0,1,2,2,-9
20191023,Dennis Schröder,OKC,30.40,1,8,.125,1,3,.333,0,0,0,1,5,6,4,0,0,2,2,3,-3
20191023,Hamidou Diallo,OKC,23.00,5,8,.625,0,1,.000,2,4,.500,1,2,3,0,1,0,3,3,12,-1
20191023,Darius Bazley,OKC,19.15,0,3,.000,0,1,.000,0,0,0,0,3,3,0,0,1,1,2,0,-6
20191023,Mike Muscala,OKC,15.36,0,4,.000,0,3,.000,4,4,1.000,0,4,4,2,0,2,1,2,4,+1
20191023,Nerlens Noel,OKC,4.42,1,1,1.000,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,-5
20191023,Rudy Gobert,Uta,37.55,3,6,.500,0,0,0,1,3,.333,3,11,14,0,0,1,4,5,7,+13
20191023,Donovan Mitchell,Uta,36.24,14,22,.636,1,3,.333,3,4,.750,5,7,12,3,1,0,1,4,32,+9
20191023,Royce O'Neale,Uta,30.07,6,6,1.000,2,2,1.000,0,0,0,0,5,5,0,1,0,1,4,14,-2
20191023,Mike Conley,Uta,26.43,1,16,.063,0,6,.000,3,4,.750,0,0,0,5,1,0,2,5,5,+1
20191023,Bojan Bogdanović,Uta,23.54,6,14,.429,1,5,.200,3,3,1.000,0,3,3,0,1,0,0,2,16,+2
20191023,Joe Ingles,Uta,32.39,3,8,.375,1,4,.250,0,0,0,0,4,4,1,0,0,1,2,7,+8
20191023,Emmanuel Mudiay,Uta,22.59,6,11,.545,0,1,.000,0,0,0,0,2,2,5,0,1,0,2,12,+4
20191023,Jeff Green,Uta,16.34,1,4,.250,1,3,.333,2,4,.500,0,2,2,1,0,1,1,2,5,-4
20191023,Ed Davis,Uta,10.05,0,3,.000,0,0,0,2,2,1.000,3,3,6,0,0,2,1,5,2,-8
20191023,Georges Niang,Uta,2.40,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,+2
20191023,Buddy Hield,Sac,31.10,10,19,.526,6,12,.500,2,2,1.000,2,3,5,2,0,0,5,2,28,-15
20191023,Harrison Barnes,Sac,30.10,5,11,.455,1,3,.333,1,3,.333,0,6,6,1,1,0,4,3,12,-20
20191023,Marvin Bagley III,Sac,27.42,6,16,.375,0,0,0,2,4,.500,4,6,10,0,1,1,1,1,14,-21
20191023,De'Aaron Fox,Sac,26.33,3,7,.429,0,1,.000,2,4,.500,0,1,1,5,0,0,5,5,8,-17
20191023,Dewayne Dedmon,Sac,14.13,1,3,.333,0,1,.000,1,1,1.000,1,5,6,1,0,1,2,3,3,-7
20191023,Bogdan Bogdanović,Sac,22.04,1,10,.100,0,3,.000,0,0,0,0,2,2,2,0,0,1,2,2,-24
20191023,Trevor Ariza,Sac,21.13,2,5,.400,1,2,.500,2,2,1.000,1,2,3,0,0,0,1,2,7,-9
20191023,Cory Joseph,Sac,20.53,3,6,.500,0,1,.000,4,4,1.000,0,1,1,4,1,1,3,2,10,-12
20191023,Nemanja Bjelica,Sac,20.40,2,6,.333,1,4,.250,0,0,0,1,3,4,2,2,0,1,0,5,-9
20191023,Richaun Holmes,Sac,17.25,0,2,.000,0,0,0,1,2,.500,1,4,5,0,0,1,1,3,1,-8
