7,6,5,4,3,2,1,0,Date,FPTS
Danny Green,LeBron James,Kawhi Leonard,Nickeil Alexander-Walker,Maurice Harkless,Josh Hart,Anthony Davis,Nicolo Melli,20191022,289.75
