Date,AvgFPTS
20200904,173.25
20200905,173.325
20200906,166.8
20200907,132.1
20200908,175.15
20200909,165.35
20200911,188.7
20200915,144.9
20200917,162.175
20200918,147.175
20200919,160.8
20200920,175.875
20200922,180.625
20200923,182.775
20200924,161.1
20200925,201.1
20200926,163.975
20200927,195.3
20201222,134.975
20201223,188.275
20201225,149.6
20201226,175.05
20201227,173.5
20201228,168.75
20201229,167.75
20201230,157.15
20201231,152.725
20210101,165.375
20210102,183.7
20210103,149.0
20210104,160.175
20210105,183.05
20210106,169.475
20210107,163.0
20210108,184.425
20210109,158.5
20210110,133.9
20210111,178.175
20210112,198.1
20210113,162.325
20210114,188.325
20210115,165.825
20210116,192.25
20210117,141.025
20210118,201.85
20210119,140.2
20210120,182.725
20210121,168.625
20210122,176.05
20210123,179.075
20210124,193.375
20210125,175.475
20210126,152.325
20210127,142.05
20210128,150.45
20210129,182.0
20210130,187.175
20210131,142.875
20210201,185.975
20210202,173.35
20210203,166.45
20210204,153.125
20210205,170.9
20210206,187.775
20210207,177.0
20210208,159.225
20210209,168.8
20210210,188.075
20210211,165.75
20210212,141.15
20210213,166.4
20210214,173.325
20210215,196.175
20210216,164.975
20210217,202.05
20210218,117.925
20210219,166.525
20210220,178.075
20210221,176.075
20210222,165.975
20210223,188.175
20210224,164.225
20210225,172.425
20210226,193.525
20210227,168.65
20210228,169.65
20210301,172.675
20210302,181.15
20210303,208.975
20210304,213.2
20210310,164.275
20210311,158.825
20210312,174.6
20210313,167.95
20210314,175.425
20210315,158.55
20210316,181.95
20210317,163.85
20210318,153.025
20210319,170.3
20210320,140.875
20210321,173.475
20210322,178.05
20210323,150.9
20210324,174.1
20210325,194.475
20210326,171.4
20210327,159.425
20210328,170.7
20210329,183.5
20210330,178.1
20210331,160.925
20210401,158.65
20210402,156.375
20210403,167.525
20210404,164.575
20210405,175.975
20210406,147.0
20210407,187.525
20210408,170.125
20210409,178.725
20210410,149.875
20210411,173.35
20210412,157.6
20210413,175.525
20210414,154.925
20210415,163.875
20210416,161.575
20210417,168.625
20210418,216.3
20210419,159.85
20210420,150.875
20210421,149.025
20210422,160.15
20210423,198.85
20210424,188.9
20210425,170.125
20210426,156.425
20210427,192.975
20210428,158.9
20210429,182.125
20210501,203.3
20210502,170.4
20210503,182.725
20210504,194.275
20210505,163.7
20210506,187.875
20210507,185.55
20210508,159.525
20210509,185.45
20210510,204.7
20210511,170.95
20210512,161.1
20210513,142.7
20210514,172.425
20210515,173.725
20210516,171.4
20210518,135.65
20210519,196.0
20210522,201.375
20210523,182.375
20210524,114.0
20210525,137.925
20210526,163.65
20210527,164.6
20210528,179.925
20210529,163.275
20210530,143.35
20210531,199.975
20210601,145.675
20210602,143.05
20210603,157.175
20210606,173.95
20210607,154.95
20210608,155.475
20210610,166.725
20210611,118.55
20210613,158.0
20210614,165.125
20210616,174.0
20210618,157.875
20210620,160.575
20210622,150.825
20210623,192.5
20210624,135.075
20210625,120.9
20210626,128.625
20210627,173.225
20210628,138.925
20210629,116.6
20210630,155.25
20210701,137.7
