Date,AvgFPTS
20210115,171.69
20210116,188.495
20210117,155.575
20210118,163.465
20210119,146.935
20210120,181.94
20210121,164.72
20210122,166.515
20210123,165.7
20210124,164.97
20210125,173.415
20210126,148.905
20210127,169.9
20210128,155.13
20210129,159.605
20210130,151.475
20210131,156.28
20210201,168.66
20210202,177.36
20210203,166.02
20210204,156.84
20210205,175.46
20210206,183.54
20210207,177.135
20210208,193.575
20210209,164.54
20210210,170.315
20210211,174.44
20210212,169.08
20210213,169.075
20210214,180.115
20210215,195.06
20210216,194.42
20210217,179.95
20210218,151.725
20210219,164.455
20210220,160.31
20210221,177.645
20210222,158.12
20210223,181.08
20210224,164.695
20210225,148.82
20210226,184.205
20210227,170.105
20210228,162.455
20210301,195.745
20210302,158.16
20210303,199.445
20210304,184.71
20210310,179.755
20210311,179.955
20210312,156.43
20210313,158.07
20210314,167.085
20210315,166.37
20210316,184.98
20210317,174.645
20210318,170.59
20210319,184.76
20210320,149.44
20210321,156.93
20210322,171.435
20210323,164.935
20210324,164.98
20210325,177.75
20210326,176.48
20210327,153.585
20210328,153.465
20210329,167.46
20210330,171.125
20210331,172.045
20210401,169.145
20210402,169.97
20210403,175.5
20210404,175.48
20210405,183.985
20210406,146.72
20210407,169.26
20210408,172.89
20210409,189.82
20210410,155.39
20210411,174.465
20210412,141.47
20210413,161.135
20210414,169.825
20210415,173.285
20210416,167.275
20210417,161.005
20210418,186.965
20210419,163.76
20210420,186.45
20210421,167.05
20210422,146.155
20210423,181.9
20210424,166.05
20210425,169.0
20210426,162.075
20210427,169.73
20210428,154.265
20210429,175.975
20210501,174.95
20210502,187.37
20210503,182.985
20210504,187.155
20210505,157.215
20210506,158.98
20210507,175.215
20210508,176.9
20210509,183.245
20210510,196.19
20210511,177.635
20210512,171.555
20210513,172.12
20210514,176.39
20210515,185.485
20210516,189.935
20210518,136.87
20210519,197.07
20210522,186.71
20210523,166.4
20210524,135.235
20210525,160.35
20210526,151.3
20210527,159.84
20210528,167.295
20210529,137.995
20210530,147.985
20210531,185.03
20210601,155.755
20210602,165.53
20210603,127.185
20210606,183.955
20210607,129.73
20210608,159.21
20210610,172.43
20210611,137.64
20210613,154.845
20210614,167.785
20210616,159.85
20210618,159.245
20210620,180.925
20210622,150.635
20210623,190.32
20210624,126.325
20210625,124.04
20210626,140.095
20210627,181.16
20210628,132.5
20210629,120.825
20210630,129.56
20210701,174.66
