Date,AvgFPTS
20210423,178.65
20210424,174.9625
20210425,177.4275
20210426,157.925
20210427,181.585
20210428,154.605
20210429,173.8175
20210501,185.97
20210502,177.7
20210503,173.75
20210504,188.78
20210505,157.495
20210506,171.01
20210507,170.9325
20210508,160.9475
20210509,177.075
20210510,191.9925
20210511,173.33
20210512,165.1625
20210513,170.605
20210514,175.88
20210515,177.58
20210516,192.475
20210518,134.915
20210519,196.29
20210522,182.3175
20210523,166.1225
20210524,130.005
20210525,159.8675
20210526,160.59
20210527,163.74
20210528,174.45
20210529,147.1925
20210530,150.4625
20210531,178.595
20210601,166.1725
20210602,157.6775
20210603,138.7275
20210606,174.2025
20210607,137.69
20210608,160.8875
20210610,177.06
20210611,129.305
20210613,159.31
20210614,162.5375
20210616,172.595
20210618,167.6975
20210620,177.8575
20210622,165.6325
20210623,197.37
20210624,129.0225
20210625,118.7675
20210626,141.08
20210627,190.305
20210628,136.7475
20210629,126.6225
20210630,144.9025
20210701,163.93
